first_page_summary,genres
Seattle cop is caught up in a corrupt police force that he is trying to make right. McQ is a cop with a mission.,"['Action', 'Crime', 'Drama']"
"In an ideal society on a picturesque South Seas isle, diverse people live in harmony until an outsider disrupts the balance.","['Adventure', 'Comedy', 'Romance']"
"A parole officer falls in love with his client, a ravishing blonde who served time for murder, and he's determined to help her go straight despite her interfering criminal boyfriend.","['Crime', 'Drama', 'Film-Noir']"
"In 1818 Alabama, French settlers are pitted against greedy land-grabber Blake Randolph but Kentucky militiaman John Breen, who's smitten with French gal Fleurette De Marchand, comes to the s... Read all","['Adventure', 'Drama', 'Romance']"
"A biography of Navy flier-turned-screenwriter Frank W. ""Spig"" Wead.","['Biography', 'Drama', 'War']"
"When a commercial airliner develops engine problems on a trans-Pacific flight and the pilot loses his nerve, it is up to the washed-up co-pilot Dan Roman to bring the plane in safely.","['Action', 'Adventure', 'Drama']"
"En route to Hollywood, an author becomes smitten with a marine, though he is unaware of her celebrity status and is critical of her best-selling novel.","['Comedy', 'Romance']"
"In 1856, the first U.S. Consul General to Japan encounters the hostility of the local authorities and the love of a young geisha.","['Adventure', 'Drama', 'History']"
"In 1920s Arkansas, after a 12 year absence, reformed alcoholic Matt Ballot returns to his abandoned family but has to win them back and regain his hometown's respect too.","['Drama', 'Romance']"
"In South America, an American engineer is asked by his boss to build a mountain railroad tunnel following a shorter but more dangerous route.","['Adventure', 'Drama', 'Romance']"
"In 1910, a wayward mother re-visits the family she deserted.","['Drama', 'Romance']"
"In Colorado territory, Miles Archer is asked by the cavalry at Fort Bellows to aid in rescuing two white women abducted by the Cheyenne and to provide security for the railroad construction ... Read all","['Action', 'Drama', 'Western']"
"Two former lovers, an embezzler, and a messenger boy become trapped on a Friday in a stalled office elevator.",['Thriller']
A taxi driver takes a young woman at a small Iranian hospital. As long as he gets there he realizes that he must take crucial decisions that may change his life.,['Drama']
"Egon, a young man from Jutland living with relatives in Copenhagen, meets sensible young girl Ruth and falls in love. But Egon is involved with a gang of criminals, and when they assault a m... Read all","['Crime', 'Drama']"
A family vacationing on the coast of Mexico have to cope with multiple threats to their safety.,"['Crime', 'Drama', 'Film-Noir']"
"A cop with a connection to the criminal underworld finds his secret life exposed when he and his partner are caught stealing cocaine from a powerful drug dealer, a move that puts his son's l... Read all","['Action', 'Crime', 'Thriller']"
"A former soldier on holiday in the French Riviera recalls his time in France during WWII, and his love for a French peasant woman.","['Drama', 'Romance', 'War']"
"Although they live married lives, two strangers keep running into each other, starting a friendship that could blossom into so much more.","['Drama', 'Romance']"
Brad Adams is the new manager of a manufacturing plant in a small New Hampshire town. He is brought in by owner Mrs. Doubleday to calm labor relations plus layoff employees. Brad manages to ... Read all,['Drama']
"A schoolgirl and six of her classmates travel to her aunt's country home, which turns out to be haunted.","['Comedy', 'Horror']"
"Japan, 250 years ago. Soetsu is a moneylender who is killed by the cruel samurai Shinzaemon. His body is dumped in the Kasenega-Fuchi river. According to legend, all who drown in the river w... Read all","['Drama', 'Horror', 'Romance']"
"Things go badly for a hack director and film crew shooting a low budget zombie movie in an abandoned WWII Japanese facility, when they are attacked by real zombies.","['Comedy', 'Drama', 'Horror']"
Two groups of people discover evidence that suggests spirits may be trying to invade the human world through the Internet.,"['Horror', 'Mystery', 'Sci-Fi']"
"After Carlos - a 12-year-old whose father has died in the Spanish Civil War - arrives at an ominous boys' orphanage, he discovers the school is haunted and has many dark secrets which he mus... Read all","['Drama', 'Horror', 'Thriller']"
"Texas Ranger Jake Cutter arrests gambler Paul Regret, but soon finds himself teamed with his prisoner in an undercover effort to defeat a band of renegade arms merchants and thieves dealing ... Read all","['Drama', 'Western']"
"During the 1860s in the South Pacific, Capt. Ralls, skipper of the Red Witch, has a series of adventures involving sunken gold bullion, pearls, natives, an unscrupulous ship owner and a gian... Read all","['Action', 'Adventure', 'Romance']"
"Divorced Chance Buckman fights international oil rig fires. An injury brings his daughter and to his dismay, she weds Greg, a team member. Chance gets a desk-job, so he and Madelyn remarry, ... Read all","['Action', 'Adventure', 'Drama']"
"The story of a man who was shot, robbed and imprisoned who returns to steal a large gold shipment from the man who wronged him. The gold is transported in an armored stage coach, the War Wag... Read all","['Drama', 'Western']"
"After the Civil War, ex-Confederate soldiers heading for a new life in Mexico run into ex-Union cavalrymen selling horses to the Mexican government but they must join forces to fight off Mex... Read all","['Action', 'Adventure', 'Drama']"
"A group of rank-and-file Japanese soldiers are jailed for crimes against humanity, themselves victims of a nation refusing to bear its burdens as a whole.",['Drama']
"A film that explores sexual instincts, centering on the psychological conflicts between a mother and son, and between a son and his lover.",['Drama']
A family of four are the sole inhabitants of a small island where they struggle each day to irrigate their crops.,['Drama']
A frustrated detective deals with the case of several gruesome murders committed by people who have no recollection of what they've done.,"['Crime', 'Horror', 'Mystery']"
,"['Comedy', 'Drama']"
"A morally-suspect and self-serving retainer rashly baits her high-ranking employer, a regional governor, with a salacious story of a former acquaintance and catastrophe ensues.","['Drama', 'History']"
A surgeon causes an accident which leaves his daughter disfigured and goes to extreme lengths to give her a new face.,"['Drama', 'Horror']"
"Toward the end of World War II, middle-aged soldier Keita is entrusted with a postcard from a comrade who is sure he will die in battle. After the war ends, Keita visits his comrade's wife Y... Read all","['Drama', 'Romance', 'War']"
"An injured thief on the run finds sanctuary within a brothel of united, ruthless women.",['Drama']
"Hell manifests itself through the sins, shame and desires of an upper class rural family and a mother's grief from beyond the grave.","['Horror', 'Drama']"
The ghost of a samurai's wife takes revenge on her husband.,['Horror']
